ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0005215	transporter activity	213	9	LINF_100008900,LINF_110018150,LINF_110018350,LINF_110018700,LINF_280006400,LINF_310039500,LINF_310039600,LINF_340039100,LINF_350041200,	4.2	4.88	6.16	6.42358037639e-05	0.00616663716133	0.00616663716133
GO:0022857	transmembrane transporter activity	207	8	LINF_100008900,LINF_110018150,LINF_110018350,LINF_110018700,LINF_280006400,LINF_310039500,LINF_310039600,LINF_350041200,	3.9	4.47	5.45	0.000322500621733	0.0154800298432	0.0309600596863
GO:0022804	active transmembrane transporter activity	87	4	LINF_110018150,LINF_110018350,LINF_110018700,LINF_350041200,	4.6	5.31	6.0	0.00641871806555	0.164765000938	0.616196934293
GO:0000095	S-adenosyl-L-methionine transmembrane transporter activity	1	1	LINF_100008900,	100.0	115.55	inf	0.00865444055207	0.164765000938	0.830826292999
GO:0042626	ATPase-coupled transmembrane transporter activity	56	3	LINF_110018150,LINF_110018350,LINF_110018700,	5.4	6.19	6.91	0.0121565011102	0.164765000938	1.0
GO:0046873	metal ion transmembrane transporter activity	20	2	LINF_310039500,LINF_310039600,	10.0	11.55	13.31	0.0125882040638	0.164765000938	1.0
GO:0015101	organic cation transmembrane transporter activity	2	1	LINF_100008900,	50.0	57.77	117.32	0.0172357500116	0.164765000938	1.0
GO:1901682	sulfur compound transmembrane transporter activity	2	1	LINF_100008900,	50.0	57.77	117.32	0.0172357500116	0.164765000938	1.0
GO:0004564	beta-fructofuranosidase activity	2	1	LINF_230017200,	50.0	57.77	117.32	0.0172357500116	0.164765000938	1.0
GO:0004198	calcium-dependent cysteine-type endopeptidase activity	25	2	LINF_250021300,LINF_270010000,	8.0	9.24	10.41	0.0193416369391	0.164765000938	1.0
GO:0015399	primary active transmembrane transporter activity	68	3	LINF_110018150,LINF_110018350,LINF_110018700,	4.4	5.1	5.62	0.0204623134815	0.164765000938	1.0
GO:0008234	cysteine-type peptidase activity	69	3	LINF_250021300,LINF_270010000,LINF_350029400,	4.3	5.02	5.53	0.0212656399007	0.164765000938	1.0
GO:0008324	cation transmembrane transporter activity	73	3	LINF_100008900,LINF_310039500,LINF_310039600,	4.1	4.75	5.21	0.0246513905911	0.164765000938	1.0
GO:0004629	phospholipase C activity	3	1	LINF_300034800,	33.3	38.52	58.65	0.0257445313965	0.164765000938	1.0
GO:0004435	phosphatidylinositol phospholipase C activity	3	1	LINF_300034800,	33.3	38.52	58.65	0.0257445313965	0.164765000938	1.0
GO:0015075	ion transmembrane transporter activity	90	3	LINF_100008900,LINF_310039500,LINF_310039600,	3.3	3.85	4.18	0.0421050325372	0.214973799472	1.0
GO:0140326	ATPase-coupled intramembrane lipid transporter activity	5	1	LINF_340039100,	20.0	23.11	29.31	0.0425468978121	0.214973799472	1.0
GO:0004620	phospholipase activity	5	1	LINF_300034800,	20.0	23.11	29.31	0.0425468978121	0.214973799472	1.0
GO:0140303	intramembrane lipid transporter activity	5	1	LINF_340039100,	20.0	23.11	29.31	0.0425468978121	0.214973799472	1.0
