ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0007017	microtubule-based process	163	14	LINF_130007700,LINF_130007800,LINF_130007900,LINF_130008000,LINF_130008100,LINF_130008200,LINF_130008300,LINF_130008400,LINF_130008500,LINF_130008600,LINF_130008700,LINF_130008800,LINF_290031500,LINF_300020100,	8.6	4.58	5.63	1.50292483645e-06	0.000426830653551	0.000426830653551
GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	2	2	LINF_260006600,LINF_260006700,	100.0	53.33	inf	0.000347818612465	0.0329268286467	0.09878048594
GO:0006433	prolyl-tRNA aminoacylation	2	2	LINF_180017600,LINF_180017700,	100.0	53.33	inf	0.000347818612465	0.0329268286467	0.09878048594
GO:0006006	glucose metabolic process	11	3	LINF_300035000,LINF_300035100,LINF_300035200,	27.3	14.54	20.26	0.000943884542501	0.0585433718976	0.26806321007
GO:0000470	maturation of LSU-rRNA	3	2	LINF_260006600,LINF_260006700,	66.7	35.55	106.99	0.00103069316721	0.0585433718976	0.292716859488
GO:0006412	translation	264	12	LINF_010009200,LINF_010009300,LINF_030014900,LINF_130017200,LINF_130017300,LINF_180012600,LINF_180017600,LINF_180017700,LINF_240026900,LINF_240027000,LINF_260007400,LINF_330016500,	4.5	2.42	2.72	0.00349987313823	0.119732424219	0.993963971258
GO:0043043	peptide biosynthetic process	266	12	LINF_010009200,LINF_010009300,LINF_030014900,LINF_130017200,LINF_130017300,LINF_180012600,LINF_180017600,LINF_180017700,LINF_240026900,LINF_240027000,LINF_260007400,LINF_330016500,	4.5	2.41	2.7	0.0037223964332	0.119732424219	1.0
GO:0019318	hexose metabolic process	18	3	LINF_300035000,LINF_300035100,LINF_300035200,	16.7	8.89	10.79	0.00424451486025	0.119732424219	1.0
GO:0043604	amide biosynthetic process	271	12	LINF_010009200,LINF_010009300,LINF_030014900,LINF_130017200,LINF_130017300,LINF_180012600,LINF_180017600,LINF_180017700,LINF_240026900,LINF_240027000,LINF_260007400,LINF_330016500,	4.4	2.36	2.64	0.00432924415184	0.119732424219	1.0
GO:0006518	peptide metabolic process	277	12	LINF_010009200,LINF_010009300,LINF_030014900,LINF_130017200,LINF_130017300,LINF_180012600,LINF_180017600,LINF_180017700,LINF_240026900,LINF_240027000,LINF_260007400,LINF_330016500,	4.3	2.31	2.58	0.00516037283503	0.119732424219	1.0
