ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0042626	ATPase-coupled transmembrane transporter activity	56	10	LINF_110018150,LINF_110018200,LINF_110018300,LINF_110018350,LINF_110018400,LINF_110018700,LINF_240020050,LINF_310019500,LINF_310019600,LINF_330027100,	17.9	5.22	6.47	1.52711985225e-05	0.00195797724447	0.00261137494735
GO:0022804	active transmembrane transporter activity	87	12	LINF_110018150,LINF_110018200,LINF_110018300,LINF_110018350,LINF_110018400,LINF_110018700,LINF_240020050,LINF_290014900,LINF_310019500,LINF_310019600,LINF_330027100,LINF_350041200,	13.8	4.03	4.79	3.28648338401e-05	0.00195797724447	0.00561988658666
GO:0008097	5S rRNA binding	3	3	LINF_350023700,LINF_350023800,LINF_350023900,	100.0	29.23	inf	3.93254338116e-05	0.00195797724447	0.00672464918178
GO:0003735	structural constituent of ribosome	184	18	LINF_150009100,LINF_150009200,LINF_150019500,LINF_150019600,LINF_220009800,LINF_220010100,LINF_260021300,LINF_260021400,LINF_260021500,LINF_300011800,LINF_300011900,LINF_300012000,LINF_350023700,LINF_350023800,LINF_350023900,LINF_350024100,LINF_360015100,LINF_360015200,	9.8	2.86	3.31	4.58006372976e-05	0.00195797724447	0.00783190897789
GO:0005198	structural molecule activity	223	20	LINF_100017100,LINF_150009100,LINF_150009200,LINF_150019500,LINF_150019600,LINF_220009800,LINF_220010100,LINF_260021300,LINF_260021400,LINF_260021500,LINF_270008900,LINF_300011800,LINF_300011900,LINF_300012000,LINF_350023700,LINF_350023800,LINF_350023900,LINF_350024100,LINF_360015100,LINF_360015200,	9.0	2.62	3.03	5.96869519671e-05	0.00204129375728	0.0102064687864
GO:0015399	primary active transmembrane transporter activity	68	10	LINF_110018150,LINF_110018200,LINF_110018300,LINF_110018350,LINF_110018400,LINF_110018700,LINF_240020050,LINF_310019500,LINF_310019600,LINF_330027100,	14.7	4.3	5.12	8.7450323298e-05	0.00243048833651	0.014954005284
GO:0005215	transporter activity	213	19	LINF_110018150,LINF_110018200,LINF_110018300,LINF_110018350,LINF_110018400,LINF_110018700,LINF_240020050,LINF_280006400,LINF_280025700,LINF_280025800,LINF_290014600,LINF_290014900,LINF_310019500,LINF_310019600,LINF_310040800,LINF_330027100,LINF_340032300,LINF_340039100,LINF_350041200,	8.9	2.61	2.99	9.9493674594e-05	0.00243048833651	0.0170134183556
GO:0022857	transmembrane transporter activity	207	17	LINF_110018150,LINF_110018200,LINF_110018300,LINF_110018350,LINF_110018400,LINF_110018700,LINF_240020050,LINF_280006400,LINF_280025700,LINF_280025800,LINF_290014600,LINF_290014900,LINF_310019500,LINF_310019600,LINF_310040800,LINF_330027100,LINF_350041200,	8.2	2.4	2.7	0.000624689275739	0.0133527332689	0.106821866151
GO:0004047	aminomethyltransferase activity	2	2	LINF_360046900,LINF_360047000,	100.0	29.23	inf	0.00116321755745	0.0198910202323	0.198910202323
GO:0005385	zinc ion transmembrane transporter activity	2	2	LINF_280025700,LINF_280025800,	100.0	29.23	inf	0.00116321755745	0.0198910202323	0.198910202323
