ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0006952	defense response	3	3	LINF_350027300,LINF_350027400,LINF_350027500,	100.0	115.55	inf	6.03018700283e-07	3.94977248685e-05	7.8995449737e-05
GO:0008284	positive regulation of cell population proliferation	3	3	LINF_350027300,LINF_350027400,LINF_350027500,	100.0	115.55	inf	6.03018700283e-07	3.94977248685e-05	7.8995449737e-05
GO:0042127	regulation of cell population proliferation	4	3	LINF_350027300,LINF_350027400,LINF_350027500,	75.0	86.66	370.0	2.3975277521e-06	0.000104692045175	0.000314076135525
GO:0006486	protein glycosylation	31	5	LINF_020006700,LINF_020006800,LINF_020006900,LINF_020007000,LINF_020007100,	16.1	18.64	24.87	5.46978560281e-06	0.000105479400746	0.000716541913968
GO:0043413	macromolecule glycosylation	31	5	LINF_020006700,LINF_020006800,LINF_020006900,LINF_020007000,LINF_020007100,	16.1	18.64	24.87	5.46978560281e-06	0.000105479400746	0.000716541913968
GO:0009101	glycoprotein biosynthetic process	31	5	LINF_020006700,LINF_020006800,LINF_020006900,LINF_020007000,LINF_020007100,	16.1	18.64	24.87	5.46978560281e-06	0.000105479400746	0.000716541913968
GO:0070085	glycosylation	32	5	LINF_020006700,LINF_020006800,LINF_020006900,LINF_020007000,LINF_020007100,	15.6	18.05	23.94	6.44149012192e-06	0.000105479400746	0.000843835205971
GO:0009100	glycoprotein metabolic process	32	5	LINF_020006700,LINF_020006800,LINF_020006900,LINF_020007000,LINF_020007100,	15.6	18.05	23.94	6.44149012192e-06	0.000105479400746	0.000843835205971
GO:0032053	ciliary basal body organization	2	2	LINF_350027400,LINF_350027500,	100.0	115.55	inf	7.3131092877e-05	0.0010093277666	0.00958017316689
GO:0008150	biological process	2508	34	LINF_020006700,LINF_020006800,LINF_020006900,LINF_020007000,LINF_020007100,LINF_040007600,LINF_090006400,LINF_100008900,LINF_110018150,LINF_110018350,LINF_110018700,LINF_130006900,LINF_180009900,LINF_210014200,LINF_230017200,LINF_250021300,LINF_270010000,LINF_280006400,LINF_300011800,LINF_300011900,LINF_300012000,LINF_300034800,LINF_310039500,LINF_310039600,LINF_320041600,LINF_330010500,LINF_330032500,LINF_340033900,LINF_340039100,LINF_350027300,LINF_350027400,LINF_350027500,LINF_350029400,LINF_350041200,	1.4	1.57	4.01	7.70479211142e-05	0.0010093277666	0.010093277666
GO:0031023	microtubule organizing center organization	5	2	LINF_350027400,LINF_350027500,	40.0	46.22	80.13	0.000719323138013	0.00856648464361	0.0942313310797
GO:0006810	transport	440	11	LINF_100008900,LINF_110018150,LINF_110018350,LINF_110018700,LINF_280006400,LINF_310039500,LINF_310039600,LINF_320041600,LINF_330032500,LINF_340039100,LINF_350041200,	2.5	2.89	3.62	0.000960061202496	0.00925269301974	0.125768017527
GO:0051234	establishment of localization	441	11	LINF_100008900,LINF_110018150,LINF_110018350,LINF_110018700,LINF_280006400,LINF_310039500,LINF_310039600,LINF_320041600,LINF_330032500,LINF_340039100,LINF_350041200,	2.5	2.88	3.62	0.000978483435437	0.00925269301974	0.128181330042
GO:0048522	positive regulation of cellular process	24	3	LINF_350027300,LINF_350027400,LINF_350027500,	12.5	14.44	17.55	0.00107524444534	0.00925269301974	0.140857022339
